ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_low,Product_importance_medium,Gender_M,Cost_to_Weight_Ratio
7811,4,3,262,4,2,4783,False,True,False,False,False,False,False,False,False,0.05477733639974911
5578,3,1,242,6,10,5493,True,False,False,False,False,True,True,False,True,0.04405607136355361
4960,5,5,191,4,10,4933,True,False,False,False,False,True,False,True,False,0.0387188323535374
10876,3,2,255,3,8,4471,True,False,False,False,False,True,False,True,False,0.057034220532319393
10750,3,1,202,3,5,1556,True,False,False,False,False,True,False,True,True,0.12982005141388175
5835,3,5,135,2,4,5275,False,False,False,False,False,True,True,False,False,0.025592417061611375
6514,4,2,240,5,7,1711,True,False,False,False,False,True,False,True,True,0.1402688486265342
4560,6,2,244,4,4,1245,False,False,False,True,False,True,True,False,False,0.19598393574297188
6300,5,5,258,5,7,1819,False,False,False,True,False,False,False,True,True,0.14183617372182517
2692,5,5,133,2,18,1134,True,False,False,False,False,True,True,False,False,0.11728395061728394
874,4,4,197,3,20,3080,True,False,False,False,False,True,False,True,True,0.06396103896103895
6827,5,4,248,5,3,1471,False,True,False,False,True,False,True,False,False,0.16859279401767505
5026,6,5,292,4,4,1762,True,False,False,False,False,True,True,False,True,0.16572077185017026
7506,7,3,305,4,3,1872,False,False,False,True,False,True,True,False,False,0.16292735042735043
3849,3,4,224,2,8,4162,False,False,False,False,False,False,True,False,True,0.05382027871215762
1538,4,5,171,3,2,1114,False,False,False,True,False,True,False,True,False,0.15350089766606823
6640,4,5,219,3,8,4605,True,False,False,False,False,True,False,True,True,0.04755700325732899
750,4,5,185,3,17,2824,False,False,False,True,False,True,False,True,True,0.06550991501416431
3249,4,3,148,3,7,5034,False,False,False,False,False,True,False,False,False,0.029400079459674214
7822,5,5,142,4,8,5372,True,False,False,False,False,False,False,True,True,0.02643335815338794
2849,4,2,274,2,55,3416,False,True,False,False,False,True,False,True,True,0.08021077283372366
4866,4,5,261,2,6,5920,False,False,False,True,False,True,False,True,True,0.04408783783783784
7109,6,2,279,4,5,1836,False,True,False,False,True,False,True,False,False,0.15196078431372548
6783,5,2,168,2,6,5464,False,False,False,False,False,True,True,False,True,0.03074670571010249
3833,4,1,215,3,2,5563,False,True,False,False,False,False,True,False,False,0.03864821139672838
6687,4,5,105,5,4,5824,False,False,False,False,True,False,False,False,True,0.018028846153846152
4166,4,3,222,3,8,4861,False,False,False,True,False,True,True,False,False,0.0456696153054927
3318,5,3,141,3,9,4857,False,False,False,True,False,True,True,False,True,0.029030265596046944
1543,3,5,160,2,41,1495,False,False,True,False,False,True,False,True,False,0.10702341137123746
3977,5,1,220,3,8,5727,False,True,False,False,False,False,False,True,True,0.03841452767592107
9086,5,5,140,8,2,4793,False,False,False,True,False,True,False,True,True,0.029209263509284374
506,3,1,219,2,39,2696,False,False,False,True,False,True,True,False,False,0.08123145400593472
10071,3,1,160,2,5,4435,False,False,False,False,False,True,False,True,True,0.036076662908680945
4296,6,5,185,3,1,5399,False,False,False,True,False,True,False,False,False,0.03426560474161882
6488,4,3,242,2,3,4811,False,False,False,True,False,True,True,False,True,0.0503013926418624
10154,6,3,254,5,7,1615,False,False,False,True,False,False,False,True,False,0.15727554179566564
9538,3,3,275,3,7,4968,True,False,False,False,False,True,False,True,True,0.05535426731078905
5243,5,5,230,10,3,5391,False,True,False,False,False,True,False,False,False,0.0426636987571879
3529,4,4,218,2,9,5637,False,False,True,False,False,True,True,False,True,0.03867305304239844
4915,4,4,212,2,8,4239,False,False,True,False,True,False,False,True,True,0.05001179523472517
1245,4,2,136,2,17,1285,False,False,False,False,False,False,False,True,False,0.10583657587548638
4247,3,4,221,3,1,4518,False,True,False,False,False,False,True,False,False,0.04891544931385569
6721,2,1,203,3,6,4234,False,False,True,False,False,False,False,True,True,0.04794520547945205
1023,3,4,260,3,21,2003,False,False,False,False,False,True,True,False,False,0.12980529206190713
4746,3,2,144,3,1,5307,False,False,False,True,False,True,False,False,True,0.027133973996608253
4038,5,5,243,6,9,4587,False,False,False,True,False,True,False,True,False,0.052975801177240024
5784,4,3,249,5,3,1012,False,False,False,True,False,True,True,False,False,0.24604743083003952
4792,5,5,232,3,3,5718,True,False,False,False,False,False,True,False,False,0.04057362714235747
8274,7,2,247,4,9,1096,False,False,False,True,False,True,False,True,False,0.22536496350364962
3937,3,5,137,2,6,5709,False,False,True,False,False,True,True,False,False,0.023997197407602033
956,4,5,209,8,59,2948,False,False,False,True,False,False,False,True,False,0.0708955223880597
2941,3,1,263,3,6,2715,False,False,True,False,False,True,False,True,True,0.09686924493554327
9855,3,3,274,3,5,5981,False,False,False,False,True,False,True,False,False,0.04581173716769771
3462,3,3,144,2,6,5994,False,False,False,True,False,True,True,False,True,0.024024024024024024
7681,4,3,173,3,2,4351,False,False,True,False,False,False,False,True,False,0.039760974488623306
3745,6,4,256,4,2,5021,False,False,True,False,False,True,False,False,True,0.05098585939055965
6440,4,1,173,3,4,4634,False,False,False,True,False,False,True,False,False,0.037332757876564523
1657,3,5,156,6,65,1308,False,False,True,False,False,False,True,False,True,0.11926605504587157
4565,6,3,310,4,2,1817,False,True,False,False,False,True,True,False,False,0.170610897083104
1137,5,5,198,5,36,2803,False,False,False,False,False,True,False,True,True,0.07063860149839457
6420,4,2,206,2,5,4635,False,False,False,True,True,False,False,True,True,0.044444444444444446
2624,4,1,152,3,26,1464,False,False,False,True,False,True,False,False,True,0.10382513661202186
566,4,3,216,2,52,3578,False,False,False,True,False,True,True,False,True,0.06036892118501956
3364,5,2,244,3,2,4198,True,False,False,False,False,True,True,False,True,0.05812291567413054
1456,4,5,241,4,58,2874,True,False,False,False,False,True,False,True,True,0.0838552540013918
856,3,2,139,2,63,1767,True,False,False,False,False,True,True,False,True,0.07866440294284098
10895,3,2,248,3,8,5171,False,True,False,False,False,True,False,True,True,0.047959775672017015
6394,5,1,173,2,4,4242,True,False,False,False,False,True,True,False,False,0.040782649693540785
5882,3,4,143,3,1,4392,False,False,False,True,True,False,True,False,False,0.0325591985428051
7059,3,4,226,2,1,5460,False,False,False,False,False,True,False,True,False,0.04139194139194139
8397,3,3,239,2,2,5625,False,False,False,False,False,True,False,True,False,0.04248888888888889
9489,3,3,203,3,4,5548,False,False,False,False,False,True,False,True,False,0.036589762076423935
7798,5,3,193,4,3,5026,True,False,False,False,True,False,False,True,False,0.03840031834460804
4104,4,3,139,3,1,4986,False,False,False,True,True,False,True,False,False,0.027878058563979142
4260,2,5,168,2,1,4831,False,False,False,True,False,False,True,False,False,0.034775408818050094
4796,6,4,247,4,2,1326,False,False,False,True,False,False,True,False,False,0.18627450980392157
6976,4,1,137,2,3,4657,True,False,False,False,True,False,True,False,True,0.02941808030921194
7179,5,2,242,5,1,1004,False,False,False,False,False,True,False,True,False,0.2410358565737052
3928,3,1,227,3,10,4305,True,False,False,False,False,True,True,False,True,0.05272938443670151
1451,3,4,285,6,27,2249,False,True,False,False,False,True,True,False,False,0.1267229879946643
6534,4,2,206,7,7,5479,False,False,False,True,False,True,False,False,True,0.03759810184340208
8513,3,5,184,3,2,4357,False,True,False,False,False,True,True,False,False,0.042230892816157904
4739,3,5,244,2,10,4064,False,True,False,False,False,True,False,True,False,0.060039370078740155
8567,4,5,183,4,3,5881,False,True,False,False,False,True,True,False,True,0.031117156946097603
6727,4,1,265,2,10,5418,False,False,True,False,False,False,True,False,False,0.04891103728313031
6415,5,2,168,2,10,5225,False,False,True,False,True,False,True,False,False,0.03215311004784689
3647,5,5,135,3,2,5849,False,True,False,False,False,True,False,True,True,0.023080868524534108
6055,4,4,202,3,3,5524,False,False,True,False,False,True,True,False,False,0.036567704561911656
4129,4,2,272,4,3,5566,False,False,True,False,False,True,True,False,True,0.04886812791951132
10498,2,3,136,3,10,4933,True,False,False,False,False,True,True,False,True,0.027569430366916683
3203,3,3,132,2,9,4355,False,True,False,False,False,True,True,False,False,0.03030998851894374
7966,5,4,223,3,7,5738,True,False,False,False,False,True,False,True,True,0.03886371558034158
4801,7,1,291,4,2,1216,False,False,True,False,False,False,True,False,True,0.2393092105263158
8124,3,5,152,4,2,4809,False,False,False,True,False,True,False,True,True,0.031607402786442085
10658,4,5,267,5,7,1983,False,False,False,True,False,True,True,False,True,0.1346444780635401
2955,5,5,145,2,48,1834,False,False,False,False,False,True,False,True,True,0.07906215921483097
2589,3,1,197,2,4,3621,False,False,False,False,True,False,True,False,True,0.0544048605357636
1076,5,2,239,3,47,3673,False,False,False,True,True,False,True,False,False,0.0650694255377076
6738,6,3,245,5,8,5678,False,False,False,True,False,True,False,True,False,0.043148996125396265
3783,4,1,157,2,5,5647,False,False,False,False,False,True,False,True,False,0.027802372941384806
1585,2,2,182,2,14,3751,False,False,True,False,False,True,False,True,False,0.04852039456145028
9330,5,4,235,4,5,4506,False,False,False,True,False,False,True,False,True,0.05215268530847759
7771,4,1,187,2,5,5691,False,False,True,False,False,True,True,False,True,0.03285890001757161
533,4,3,192,3,43,3498,False,True,False,False,True,False,True,False,False,0.0548885077186964
3633,3,1,205,2,2,5322,False,False,False,False,False,True,False,True,False,0.03851935362645622
1836,4,2,234,2,27,3393,False,False,False,True,False,True,False,False,True,0.06896551724137931
10349,5,4,187,4,1,4147,False,True,False,False,False,True,False,True,False,0.04509283819628647
6839,4,3,207,10,9,4179,False,True,False,False,True,False,True,False,False,0.04953338119167265
6254,4,1,208,3,4,4530,False,False,False,True,False,True,True,False,True,0.045916114790286976
9756,5,3,175,3,7,5047,False,False,False,True,False,True,False,True,False,0.03467406380027739
9743,3,3,154,2,1,5884,False,True,False,False,False,False,True,False,True,0.026172671651937457
8417,2,1,207,3,10,5394,False,True,False,False,False,True,False,True,False,0.03837597330367074
6015,2,3,211,3,8,1172,False,False,False,False,True,False,True,False,False,0.18003412969283278
4851,5,3,150,3,10,4799,False,False,False,False,False,True,True,False,True,0.0312565117732861
2098,5,4,214,3,52,3403,True,False,False,False,False,True,True,False,True,0.06288568909785483
9226,5,4,244,6,3,4089,True,False,False,False,False,True,False,False,False,0.05967229151381756
832,3,5,224,3,20,2937,True,False,False,False,False,False,False,True,False,0.07626830098740212
4234,4,5,259,3,3,4741,True,False,False,False,True,False,False,True,True,0.054629824931449064
6614,5,1,276,5,5,1358,False,False,False,True,False,True,False,True,True,0.203240058910162
601,6,3,133,5,32,1367,False,False,True,False,False,True,False,True,True,0.09729334308705194
9919,6,5,280,4,3,1819,False,False,True,False,False,True,True,False,False,0.15393073117097306
131,3,5,179,2,17,1364,False,True,False,False,True,False,True,False,False,0.1312316715542522
3474,3,2,204,4,4,4745,False,False,False,True,False,True,True,False,True,0.04299262381454162
7429,4,2,221,3,10,4126,False,False,True,False,False,True,True,False,True,0.05356277266117305
854,5,4,279,2,1,3933,False,False,False,True,False,True,False,True,False,0.07093821510297482
4805,6,2,152,2,9,1993,False,True,False,False,False,False,True,False,False,0.07626693426994481
10421,4,1,265,3,3,5177,False,True,False,False,False,False,False,True,True,0.05118794668727062
9846,4,1,161,3,3,4590,False,False,False,True,True,False,False,True,True,0.035076252723311545
7421,5,4,263,4,10,1995,False,True,False,False,False,True,True,False,False,0.1318295739348371
3115,4,2,217,3,1,3133,False,False,True,False,False,True,True,False,True,0.06926268751994893
3200,4,4,301,5,6,1931,False,False,False,True,False,True,True,False,True,0.15587778353184878
9793,4,2,245,3,1,4731,False,False,True,False,False,True,False,True,True,0.0517860917353625
8881,7,5,308,4,1,1477,False,False,True,False,True,False,False,True,True,0.20853080568720378
8835,5,4,252,5,2,1847,False,False,False,False,False,True,True,False,True,0.13643746616134272
9940,4,3,218,5,9,1024,True,False,False,False,False,True,False,True,False,0.212890625
6968,4,1,169,4,1,5323,False,False,False,True,True,False,True,False,True,0.03174901371407101
3182,3,5,149,3,9,5412,False,False,False,True,False,True,True,False,False,0.02753141167775314
6653,3,4,235,2,10,4575,False,True,False,False,False,True,True,False,False,0.05136612021857923
4303,4,1,159,3,4,4574,False,False,True,False,False,True,True,False,True,0.03476169654569305
1698,3,2,263,3,44,3802,False,False,False,True,False,True,False,False,False,0.06917411888479748
2474,5,1,241,4,19,2193,False,False,False,True,False,False,False,True,False,0.10989512083903329
8833,5,1,237,5,8,1150,False,False,True,False,False,True,False,True,False,0.20608695652173914
10748,4,2,232,5,3,1500,False,False,False,True,False,True,False,True,False,0.15466666666666667
1111,5,1,196,3,24,2957,False,False,True,False,False,False,False,True,True,0.06628339533310788
22,3,1,232,4,51,2899,True,False,False,False,False,True,False,True,False,0.08002759572266299
10146,7,5,254,4,6,1014,False,False,False,True,False,False,False,True,False,0.2504930966469428
7583,4,4,245,2,2,4297,False,True,False,False,False,True,True,False,False,0.057016523155690016
8940,4,3,208,3,7,4525,False,False,False,True,False,True,False,True,False,0.04596685082872928
5013,7,3,278,4,8,1909,False,False,False,False,False,True,True,False,False,0.14562598218962808
8787,5,1,213,2,10,5607,False,False,False,False,False,True,False,False,False,0.037988228999464954
9675,6,5,268,4,2,1462,False,False,False,False,False,True,False,True,True,0.18331053351573187
7182,6,5,255,4,3,1624,False,False,False,True,False,True,True,False,True,0.15701970443349753
4817,6,5,244,4,9,1789,False,True,False,False,False,True,True,False,True,0.1363890441587479
5919,4,3,196,2,5,5656,False,False,False,False,False,True,True,False,False,0.034653465346534656
7682,5,3,254,2,5,4764,False,False,False,True,False,False,False,True,False,0.053316540722082285
4543,5,1,275,4,6,1569,False,False,True,False,False,True,False,True,False,0.1752708731676227
3338,6,2,204,4,2,4431,False,False,False,True,False,True,False,True,False,0.046039268788083954
6633,5,4,242,3,4,4805,False,False,False,False,False,True,False,False,False,0.05036420395421436
7025,5,1,153,2,7,4944,False,True,False,False,False,True,True,False,False,0.030946601941747573
9074,3,1,249,2,9,5987,False,False,False,True,False,True,False,True,True,0.04159011190913646
2964,3,3,200,3,46,2460,False,False,False,True,False,True,True,False,True,0.08130081300813008
8745,3,1,228,2,7,4977,False,False,False,False,True,False,True,False,False,0.04581072935503315
9404,6,1,287,4,5,1791,False,False,False,True,False,True,False,True,True,0.16024567280848687
9766,4,4,155,2,6,5942,True,False,False,False,False,True,False,True,False,0.026085493099966342
605,4,3,187,2,58,3665,False,True,False,False,False,True,True,False,False,0.05102319236016371
8998,4,2,184,3,5,5931,True,False,False,False,False,True,False,True,False,0.031023436182768503
9790,5,5,167,3,10,5591,True,False,False,False,False,True,True,False,True,0.02986943301734931
10467,5,5,262,6,10,1816,False,False,False,False,False,True,True,False,True,0.14427312775330398
4111,3,2,240,3,2,4804,False,False,True,False,False,False,False,True,True,0.04995836802664446
6393,3,1,146,2,8,5375,False,False,False,False,False,True,False,True,False,0.027162790697674417
704,4,2,259,3,47,3764,False,False,False,True,False,True,True,False,False,0.06880977683315621
7568,3,1,251,2,7,5368,False,False,False,True,False,True,True,False,False,0.0467585692995529
5451,5,3,268,3,9,4152,False,False,False,False,False,True,False,True,False,0.06454720616570328
1430,4,5,238,3,9,1724,False,False,False,True,False,True,True,False,True,0.13805104408352667
2414,4,5,153,3,3,1347,False,False,False,True,False,True,False,False,False,0.11358574610244988
6118,6,4,271,3,7,5192,True,False,False,False,False,True,True,False,False,0.05219568567026194
2709,3,1,150,3,8,1745,False,False,False,False,False,True,False,True,False,0.08595988538681948
2166,3,1,177,2,38,1099,False,False,False,True,True,False,True,False,True,0.1610555050045496
10409,6,4,268,4,9,1793,False,True,False,False,False,False,True,False,True,0.1494701617401004
10094,3,1,173,2,1,5927,False,False,False,True,False,True,False,True,False,0.029188459591699006
524,3,1,155,3,47,1193,False,False,False,True,True,False,False,True,False,0.12992455993294216
8716,2,1,198,2,8,4323,True,False,False,False,False,True,True,False,True,0.04580152671755725
5977,4,2,244,3,3,4103,False,False,True,False,False,True,False,False,False,0.059468681452595665
6476,3,2,270,6,10,4725,False,False,False,True,False,True,False,True,False,0.05714285714285714
10752,5,5,244,6,1,1222,False,False,False,True,False,True,True,False,False,0.19967266775777415
9638,6,5,245,4,2,1832,False,False,False,True,False,True,True,False,True,0.13373362445414846
9192,6,3,266,4,9,1106,False,False,False,True,False,False,True,False,False,0.24050632911392406
7036,2,1,219,4,6,5124,True,False,False,False,False,True,True,False,True,0.04274004683840749
4383,2,2,204,4,5,5382,False,False,False,False,False,False,False,False,True,0.0379041248606466
5345,4,3,241,2,4,5942,False,True,False,False,False,False,False,True,False,0.04055873443285089
9232,4,3,235,3,4,4739,True,False,False,False,False,True,False,True,False,0.049588520784975734
5269,7,2,296,4,6,1005,False,False,True,False,False,True,True,False,False,0.2945273631840796
5792,5,1,265,5,3,1514,False,False,False,True,False,True,False,True,False,0.17503302509907528
4400,4,4,165,6,5,4640,False,False,False,True,False,False,True,False,False,0.03556034482758621
2286,4,1,135,2,25,1009,False,False,False,True,False,True,False,False,False,0.1337958374628345
8210,4,3,152,4,4,5809,False,False,False,True,True,False,False,True,False,0.026166293682217248
982,3,5,243,3,4,3189,True,False,False,False,False,True,False,True,True,0.0761994355597366
801,5,5,170,2,36,1278,False,False,False,False,True,False,False,True,False,0.13302034428794993
5737,4,5,188,3,4,4632,False,False,True,False,True,False,True,False,True,0.04058721934369603
4660,5,3,191,2,7,5783,True,False,False,False,False,False,False,True,True,0.03302784022133841
10042,3,3,165,2,1,5661,True,False,False,False,False,True,True,False,True,0.029146793852676205
4736,3,4,211,3,8,5191,False,False,False,True,False,True,False,False,True,0.04064727412829898
4369,5,3,217,3,6,4934,False,False,True,False,True,False,True,False,True,0.043980543169841915
6594,5,4,281,4,8,1220,False,False,False,True,False,True,False,True,True,0.230327868852459
9338,4,3,184,7,5,5920,False,False,False,True,False,True,False,True,True,0.031081081081081083
4120,5,2,227,3,2,4058,True,False,False,False,False,False,False,True,True,0.05593888615081321
592,3,3,281,2,55,3047,True,False,False,False,False,True,False,True,True,0.09222185756481785
655,4,5,249,2,4,2725,False,False,True,False,False,True,True,False,True,0.09137614678899082
6322,4,3,208,2,4,4767,True,False,False,False,False,True,False,True,False,0.043633312355779316
6522,3,3,147,8,7,5822,False,False,False,True,False,True,False,True,False,0.02524905530745448
1549,4,1,272,2,27,2030,False,False,True,False,False,True,True,False,True,0.13399014778325122
7620,4,4,170,4,5,4574,False,False,False,True,False,True,True,False,True,0.03716659379099257
2438,4,5,206,3,65,2598,False,False,False,True,False,True,True,False,False,0.07929176289453425
2874,4,4,233,2,39,2291,False,False,False,True,False,False,False,True,True,0.1017023134002619
6487,4,2,206,7,3,4991,False,False,True,False,False,True,False,False,True,0.04127429372871168
10463,4,5,259,5,9,1951,False,True,False,False,False,True,True,False,False,0.132752434648898
6743,4,2,200,3,7,4323,False,True,False,False,False,True,False,True,True,0.046264168401572985
2190,5,1,184,3,19,2625,False,False,False,True,False,False,True,False,False,0.0700952380952381
10423,3,2,257,3,9,5236,False,False,True,False,False,False,False,True,True,0.04908326967150497
3468,3,1,180,3,10,5633,False,False,False,True,False,True,True,False,False,0.031954553523877154
112,4,2,239,3,65,3679,True,False,False,False,True,False,True,False,False,0.06496330524599075
5441,3,1,225,2,6,5274,False,True,False,False,False,True,False,False,True,0.042662116040955635
9455,5,1,241,5,3,1379,False,True,False,False,False,False,False,True,True,0.1747643219724438
10689,2,2,237,5,8,4461,False,False,False,False,False,False,True,False,True,0.0531271015467384
9224,4,5,141,2,10,5907,False,False,False,True,False,True,True,False,False,0.023869984763839513
4860,5,3,231,2,8,5743,False,False,False,True,False,True,True,False,True,0.04022288002786
7721,7,1,285,4,2,1516,False,True,False,False,False,True,True,False,True,0.1879947229551451
4421,4,5,206,2,10,4264,False,True,False,False,False,True,True,False,False,0.04831144465290807
4693,5,3,217,4,3,5718,False,False,True,False,False,True,True,False,True,0.03795033228401539
1509,4,5,259,2,15,2381,False,False,False,False,False,False,False,True,True,0.10877782444351113
8782,3,2,199,3,8,5431,True,False,False,False,False,False,True,False,False,0.03664150248573007
716,4,1,137,4,15,1391,False,False,False,True,False,True,False,False,True,0.098490294751977
9019,3,4,185,4,6,5322,False,False,True,False,True,False,False,True,False,0.034761367906801954
5787,6,5,269,4,5,1264,False,False,False,False,False,True,True,False,True,0.21281645569620253
6310,5,5,251,6,4,1077,True,False,False,False,False,False,False,True,True,0.2330547818012999
1634,5,2,266,7,12,2056,False,False,False,True,True,False,True,False,False,0.1293774319066148
10193,6,1,189,2,6,1269,False,True,False,False,False,True,True,False,False,0.14893617021276595
7852,4,4,146,3,3,5225,True,False,False,False,False,True,True,False,True,0.027942583732057415
400,3,1,220,2,40,3773,True,False,False,False,True,False,False,False,False,0.05830903790087463
153,3,4,97,4,32,1238,False,False,False,False,False,False,True,False,True,0.07835218093699516
5417,3,1,202,3,9,4322,False,True,False,False,False,True,False,True,False,0.04673762147154095
4459,4,4,261,6,10,4596,False,False,True,False,False,True,False,True,False,0.05678851174934726
3653,5,4,185,3,1,4925,False,True,False,False,False,True,False,True,False,0.03756345177664975
3496,4,1,134,2,7,5967,True,False,False,False,False,True,False,True,False,0.022456845986257752
5301,4,4,134,2,5,5230,False,False,False,False,False,True,False,True,False,0.025621414913957936
5206,3,5,247,3,4,5891,True,False,False,False,False,False,True,False,False,0.04192836530300458
4027,2,1,166,3,8,4255,False,False,True,False,False,True,False,True,False,0.039012925969447707
10316,4,2,146,3,9,5871,False,False,False,True,False,True,True,False,False,0.024867995230795435
6473,3,5,270,3,7,5477,False,True,False,False,False,True,False,True,True,0.04929706043454446
9602,3,1,246,3,10,4707,False,False,False,True,False,False,True,False,False,0.052262587635436585
8961,3,3,206,3,3,5746,False,False,False,False,False,True,True,False,False,0.035851026801253044
1172,3,1,251,3,18,2240,False,False,False,True,False,True,False,True,False,0.11205357142857143
5822,4,4,276,2,3,4306,False,False,False,True,False,True,False,True,False,0.06409660938225732
5797,4,3,207,5,6,4145,False,False,True,False,False,True,False,False,False,0.04993968636911942
10730,5,4,232,5,5,1861,False,False,False,True,False,True,False,True,True,0.1246641590542719
8068,3,1,225,2,2,4438,True,False,False,False,True,False,True,False,False,0.050698512843623256
2076,3,1,176,3,63,1420,False,False,False,True,False,True,True,False,False,0.12394366197183099
6003,6,4,282,4,6,1580,False,False,False,False,True,False,True,False,True,0.17848101265822786
4273,3,2,214,3,1,5362,False,False,True,False,False,True,False,True,True,0.03991048116374487
4982,3,2,156,7,9,5313,False,False,False,True,False,True,False,True,False,0.029361942405420668
9623,5,2,266,10,9,4784,False,True,False,False,False,True,False,False,True,0.05560200668896321
8923,5,5,229,5,2,1975,False,False,True,False,False,True,False,True,True,0.11594936708860759
8379,5,5,268,3,8,5480,False,False,False,False,False,True,True,False,False,0.04890510948905109
1462,4,4,218,2,27,2824,True,False,False,False,False,True,False,True,True,0.07719546742209632
10319,2,5,243,3,9,4182,False,True,False,False,False,True,False,True,False,0.05810616929698709
3335,6,5,266,5,10,4140,False,True,False,False,False,True,True,False,True,0.0642512077294686
3044,3,2,274,3,50,3958,False,False,False,True,False,True,False,True,False,0.06922688226376958
5790,4,4,217,5,4,1503,False,False,False,True,False,True,False,True,False,0.14437791084497673
9243,3,3,183,2,3,5189,False,False,False,False,False,True,True,False,False,0.03526691077278859
695,4,4,214,3,36,2684,False,True,False,False,False,False,True,False,True,0.07973174366616989
6817,6,1,266,4,9,1287,False,False,True,False,False,True,True,False,True,0.2066822066822067
8993,4,5,162,2,9,5345,False,True,False,False,False,True,False,True,False,0.030308699719363893
1694,6,1,183,2,57,3966,False,False,False,True,False,True,True,False,True,0.046142208774583963
7748,5,1,262,5,5,1916,False,False,False,True,False,True,True,False,False,0.13674321503131523
1441,3,2,273,3,41,3464,False,False,True,False,False,True,True,False,True,0.07881062355658199
3785,4,3,247,10,10,5644,False,True,False,False,False,True,False,False,True,0.04376328844790928
7618,5,1,256,4,5,4970,True,False,False,False,False,True,False,True,False,0.05150905432595573
4433,4,4,143,2,3,5630,False,True,False,False,False,True,False,True,False,0.025399644760213145
2998,4,2,185,4,36,2583,True,False,False,False,True,False,False,True,False,0.0716221447928765
2928,2,3,164,2,64,1689,False,False,False,True,False,True,False,True,True,0.09709887507400829
3597,4,2,271,3,9,4085,False,False,False,False,False,True,True,False,True,0.06634026927784578
1144,3,3,224,2,37,3220,True,False,False,False,False,True,True,False,False,0.06956521739130435
7438,5,2,145,6,9,4243,True,False,False,False,False,True,False,True,True,0.03417393353759133
7935,2,2,165,3,10,4080,False,False,False,False,True,False,False,True,False,0.04044117647058824
9216,3,4,162,3,7,5313,False,False,False,True,False,True,False,True,True,0.030491247882552232
10255,3,5,217,3,3,5433,False,False,True,False,True,False,False,True,True,0.03994110068102338
8026,7,3,286,4,5,1866,True,False,False,False,False,True,True,False,False,0.1532690246516613
4114,5,1,238,2,5,5441,True,False,False,False,False,False,False,True,True,0.04374195919867671
1607,4,4,209,3,37,3026,False,True,False,False,False,True,False,True,True,0.0690680766688698
785,3,1,209,2,43,2237,False,True,False,False,False,True,True,False,True,0.09342869915064819
8157,3,1,250,2,5,4232,False,False,False,False,False,True,True,False,False,0.05907372400756144
3970,4,5,214,3,1,4004,True,False,False,False,False,False,False,False,False,0.05344655344655345
6610,5,1,267,5,10,1505,True,False,False,False,False,True,False,True,True,0.17740863787375416
5918,5,1,252,3,2,4339,False,False,False,True,False,True,False,True,True,0.05807789813321042
9996,6,4,272,2,7,4145,False,False,False,True,True,False,True,False,True,0.06562123039806997
34,4,2,234,3,4,3261,True,False,False,False,False,True,False,True,True,0.07175712971481141
5931,4,3,109,2,4,5407,False,False,False,False,False,True,False,True,False,0.020159053079341595
1747,5,1,226,2,18,2582,False,False,True,False,False,True,True,False,True,0.08752904725019364
6808,3,3,151,6,6,4279,True,False,False,False,False,True,True,False,False,0.03528861883617668
4954,3,3,181,3,3,5620,True,False,False,False,False,True,False,True,False,0.032206405693950176
3738,4,4,159,3,3,5545,False,False,False,True,False,True,False,True,True,0.02867448151487827
2540,2,5,252,2,21,2070,False,False,False,True,False,True,True,False,False,0.12173913043478261
5957,2,5,241,3,3,4253,False,True,False,False,False,True,False,True,False,0.05666588290618387
2801,3,5,185,2,36,3501,False,True,False,False,False,True,True,False,False,0.05284204512996287
7077,3,1,199,3,8,5557,False,False,False,False,False,True,False,True,False,0.03581068922080259
2613,3,2,149,2,37,1699,False,False,False,False,False,False,False,True,True,0.08769864626250735
7309,4,4,161,2,8,4348,False,False,True,False,False,True,False,True,False,0.03702851885924563
10213,5,5,237,5,9,1709,False,False,True,False,False,True,False,True,False,0.13867758923346987
6896,5,5,237,5,2,1593,False,False,False,True,False,True,False,False,False,0.1487758945386064
6125,4,5,194,3,3,5168,False,True,False,False,False,True,False,True,True,0.03753869969040248
7970,3,2,188,6,1,4856,False,False,False,True,False,True,False,True,False,0.03871499176276771
4072,3,3,228,3,8,4927,True,False,False,False,False,True,False,True,False,0.04627562411203572
1180,5,4,186,10,24,3621,True,False,False,False,False,True,True,False,False,0.05136702568351284
8229,3,4,186,2,4,4585,False,False,False,False,False,False,True,False,False,0.040567066521264995
2577,3,4,167,3,14,1420,False,False,False,False,True,False,True,False,True,0.1176056338028169
2714,3,5,226,3,55,2465,False,False,False,True,True,False,False,True,True,0.09168356997971602
3700,3,2,267,3,8,5922,True,False,False,False,False,False,True,False,True,0.04508611955420466
4921,4,3,208,3,3,4837,False,False,True,False,True,False,False,True,False,0.04300186065743229
7551,3,3,217,2,9,5554,False,False,False,False,False,False,False,False,False,0.03907093986316169
1502,3,1,269,2,38,2195,False,False,False,True,True,False,False,True,True,0.12255125284738042
3707,3,2,274,2,5,5161,False,True,False,False,False,False,False,True,True,0.053090486339856614
8206,4,5,177,3,7,4031,True,False,False,False,True,False,False,True,True,0.04390969982634582
